"ID","Symbol","Entry_Date","Exit_Date","Quantity","Buy_Value","Sell_Value","Profit","Period_of_holding","Turnover"
538,WIPRO,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",23,9667,9769,102,0,102
538,WIPRO,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",17,7145,7221,76,0,76
538,WIPRO,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",40,16812,16808,-4,0,4
480,ONGC,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",89,8931,9020,89,0,89
480,ONGC,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",11,1104,1115,11,0,11
536,UPL,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",10,6103,6112,9,0,9
536,UPL,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",20,12205,12300,95,0,95
256,DRREDDY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",5,25323,25150,-173,0,173
256,DRREDDY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",5,24587,24586,0,0,0
344,M&M,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",10,7738,7700,-38,0,38
344,M&M,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",30,23250,23100,-150,0,150
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",38,4376,4366,-10,0,10
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",6,691,689,-2,0,2
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",1,115,115,0,0,0
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",25,2879,2873,-6,0,6
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",80,9212,9192,-20,0,20
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",20,2310,2298,-12,0,12
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",25,2888,2873,-15,0,15
20,ASHOKLEY,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",455,52553,52280,-273,0,273
317,JSWSTEEL,"2021-04-13 00:00:00.000","2021-04-13 00:00:00.000",30,18809,18630,-179,0,179
256,DRREDDY,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",10,48536,48300,-236,0,236
516,TATASTEEL,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",10,8924,8898,-26,0,26
519,TCS,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",5,15801,15779,-22,0,22
519,TCS,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",19,60084,59959,-124,0,124
519,TCS,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",1,3162,3156,-7,0,7
519,TCS,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",49,156016,155771,-245,0,245
519,TCS,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",1,3184,3179,-5,0,5
280,HINDALCO,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",10,3549,3532,-17,0,17
280,HINDALCO,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",40,14194,14128,-66,0,66
310,INFY,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",50,67150,67135,-15,0,15
310,INFY,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",2,2686,2685,-1,0,1
310,INFY,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",48,64464,64447,-17,0,17
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",5,33205,33180,-25,0,25
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",1,6604,6630,26,0,26
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",9,59432,59666,234,0,234
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",3,19811,19788,-23,0,23
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",7,46225,46172,-53,0,53
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",2,13210,13192,-18,0,18
346,MARUTI,"2021-04-15 00:00:00.000","2021-04-15 00:00:00.000",18,118890,118727,-163,0,163
526,TIMETECHNO,"2021-04-15 00:00:00.000","2021-04-16 00:00:00.000",10,743,728,-15,1,0
526,TIMETECHNO,"2021-04-15 00:00:00.000","2021-04-16 00:00:00.000",50,3730,3640,-90,1,0
25,ATGL,"2021-04-15 00:00:00.000","2021-04-16 00:00:00.000",1,1116,1144,28,1,0
277,HDFCBANK,"2021-04-15 00:00:00.000","2021-04-19 00:00:00.000",1,1429,1410,-19,4,0
263,EMAMILTD,"2021-04-15 00:00:00.000","2021-04-19 00:00:00.000",1,528,533,6,4,0
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",50,21000,21050,50,0,50
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",7,2945,2947,2,0,2
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",15,6311,6315,4,0,4
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",5,2104,2105,1,0,1
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,421,421,0,0,0
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",72,30294,30312,18,0,18
247,BPCL,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",50,21080,21050,-30,0,30
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",6,5573,5596,23,0,23
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",2,1858,1865,8,0,8
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",20,18580,18653,73,0,73
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",30,27870,27980,110,0,110
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",19,17651,17720,69,0,69
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",2,1858,1865,7,0,7
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",21,19509,19586,77,0,77
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,967,962,-5,0,5
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",14,13535,13460,-74,0,74
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,967,961,-5,0,5
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",5,4834,4807,-27,0,27
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",2,1934,1923,-11,0,11
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",19,18371,18268,-104,0,104
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",27,26106,25959,-147,0,147
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",13,12570,12498,-72,0,72
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",40,38678,38454,-224,0,224
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",37,35779,35570,-209,0,209
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",26,25142,24995,-147,0,147
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",8,7736,7691,-45,0,45
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",100,96200,96500,300,0,300
502,SBICARD,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",10,9730,9716,-15,0,15
280,HINDALCO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",13,4869,4862,-7,0,7
280,HINDALCO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,375,374,-1,0,1
280,HINDALCO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",6,2247,2244,-3,0,3
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",90,70110,70808,698,0,698
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",10,7790,7837,47,0,47
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",14,10920,10971,51,0,51
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",86,67080,67390,310,0,310
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",2,1574,1567,-7,0,7
15,ADANIPORTS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",48,37776,37613,-163,0,163
249,CAMS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",30,58154,58050,-104,0,104
249,CAMS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",5,9890,9900,10,0,10
249,CAMS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",4,7912,7920,8,0,8
249,CAMS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",11,21758,21780,22,0,22
249,CAMS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",50,99250,99000,-250,0,250
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",10,4540,4543,3,0,3
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",200,92800,92800,0,0,0
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",100,46400,46415,15,0,15
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",100,46400,46410,10,0,10
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",93,43487,43631,144,0,144
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",107,50033,50183,150,0,150
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",200,93740,93800,60,0,60
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",48,22555,22433,-122,0,122
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",352,165405,164507,-898,0,898
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",47,22163,22189,26,0,26
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,472,472,1,0,1
538,WIPRO,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",2,943,944,1,0,1
270,HAPPSTMNDS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",44,28952,28794,-158,0,158
270,HAPPSTMNDS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",32,21056,20941,-115,0,115
270,HAPPSTMNDS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",1,658,654,-4,0,4
270,HAPPSTMNDS,"2021-04-16 00:00:00.000","2021-04-16 00:00:00.000",23,15134,15050,-84,0,84
481,PFIZER,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",2,10789,10740,-49,0,49
481,PFIZER,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",1,5318,5320,2,0,2
308,INDUSINDBK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",7,5821,5831,10,0,10
308,INDUSINDBK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",3,2495,2499,4,0,4
271,HCLTECH,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",5,5105,5115,10,0,10
256,DRREDDY,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",10,49020,49444,424,0,424
256,DRREDDY,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",3,14799,14811,12,0,12
256,DRREDDY,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",1,4933,4944,11,0,11
256,DRREDDY,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",5,24800,24750,-50,0,50
267,GLENMARK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",10,5737,5800,63,0,63
323,KOTAKBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",10,16970,16950,-20,0,20
277,HDFCBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",1,1408,1385,-23,0,23
277,HDFCBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",9,12672,12690,18,0,18
516,TATASTEEL,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",5,4475,4459,-16,0,16
295,ICICIBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",5,2800,2811,11,0,11
295,ICICIBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",3,1680,1686,6,0,6
295,ICICIBANK,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",2,1120,1124,4,0,4
248,BRITANNIA,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",1,3716,3712,-4,0,4
248,BRITANNIA,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",2,7433,7425,-8,0,8
248,BRITANNIA,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",1,3728,3724,-4,0,4
30,BAJFINANCE,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",2,8805,8840,35,0,35
317,JSWSTEEL,"2021-04-19 00:00:00.000","2021-04-19 00:00:00.000",5,3059,3049,-11,0,11
316,JINDALSTEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",5,2121,2126,5,0,5
316,JINDALSTEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",60,25452,25440,-12,0,12
316,JINDALSTEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",60,25290,25218,-72,0,72
316,JINDALSTEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",60,25530,25464,-66,0,66
316,JINDALSTEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",30,12768,12711,-57,0,57
250,CIPLA,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",5,4748,4765,18,0,18
20,ASHOKLEY,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",60,6822,6801,-21,0,21
541,ZEEL,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",10,1993,2000,7,0,7
502,SBICARD,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",5,4937,4900,-37,0,37
502,SBICARD,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",2,1976,1960,-16,0,16
502,SBICARD,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",3,2963,2940,-23,0,23
511,TATAMOTORS,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",2,613,614,1,0,1
511,TATAMOTORS,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",8,2453,2456,3,0,3
30,BAJFINANCE,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",2,9300,9350,50,0,50
30,BAJFINANCE,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",1,4668,4675,7,0,7
256,DRREDDY,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",1,5173,5158,-15,0,15
256,DRREDDY,"2021-04-20 00:00:00.000","2021-04-20 00:00:00.000",4,20690,20632,-58,0,58
317,JSWSTEEL,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",9,5706,5676,-30,0,30
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",1,487,485,-2,0,2
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",9,4381,4365,-16,0,16
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",2,973,970,-3,0,3
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",10,4888,4922,35,0,35
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",1,490,492,2,0,2
538,WIPRO,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",3,1472,1477,5,0,5
516,TATASTEEL,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",5,4595,4625,30,0,30
516,TATASTEEL,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",8,7379,7349,-30,0,30
516,TATASTEEL,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",1,925,925,0,0,0
516,TATASTEEL,"2021-04-22 00:00:00.000","2021-04-22 00:00:00.000",3,2774,2774,0,0,0
250,CIPLA,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4651,4636,-15,0,15
26,AXISBANK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",6,4050,4042,-8,0,8
26,AXISBANK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",4,2700,2695,-5,0,5
511,TATAMOTORS,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",20,5976,5948,-28,0,28
277,HDFCBANK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",3,4273,4281,8,0,8
308,INDUSINDBK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4261,4245,-16,0,16
308,INDUSINDBK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4272,4280,9,0,9
308,INDUSINDBK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",1,855,851,-4,0,4
516,TATASTEEL,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4679,4698,18,0,18
516,TATASTEEL,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4711,4698,-14,0,14
516,TATASTEEL,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",5,4711,4696,-15,0,15
482,POWERGRID,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",20,4238,4229,-9,0,9
295,ICICIBANK,"2021-04-23 00:00:00.000","2021-04-23 00:00:00.000",20,11405,11390,-15,0,15
502,SBICARD,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",3,2921,2928,7,0,7
284,HINDUNILVR,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",2,4850,4860,10,0,10
536,UPL,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",5,3032,3029,-4,0,4
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",3,7422,7413,-9,0,9
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",2,4954,4952,-2,0,2
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",1,2488,2476,-12,0,12
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",1,2503,2510,7,0,7
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",2,5004,5000,-4,0,4
260,EICHERMOT,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",3,7530,7515,-15,0,15
344,M&M,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",5,3993,3995,3,0,3
344,M&M,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",1,796,795,-1,0,1
344,M&M,"2021-04-28 00:00:00.000","2021-04-28 00:00:00.000",4,3184,3180,-4,0,4
308,INDUSINDBK,"2021-04-28 00:00:00.000","2021-04-29 00:00:00.000",1,926,942,16,1,0
308,INDUSINDBK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,953,953,0,0,0
308,INDUSINDBK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",2,1906,1902,-4,0,4
308,INDUSINDBK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,952,951,-1,0,1
308,INDUSINDBK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",2,1910,1884,-26,0,26
41,BANKBARODA,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",10,697,690,-7,0,7
536,UPL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",5,3067,3085,18,0,18
536,UPL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,614,613,-1,0,1
536,UPL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,1841,1839,-2,0,2
295,ICICIBANK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,1839,1854,15,0,15
295,ICICIBANK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",2,1226,1226,0,0,0
295,ICICIBANK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",5,3065,3050,-15,0,15
295,ICICIBANK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",10,6141,6120,-21,0,21
295,ICICIBANK,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",8,4932,4908,-24,0,24
273,HDFC,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,2574,2576,2,0,2
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,2108,2130,22,0,22
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,703,705,2,0,2
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,702,705,2,0,2
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,2124,2114,-10,0,10
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",5,3527,3515,-12,0,12
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",5,3530,3518,-13,0,13
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,706,703,-3,0,3
317,JSWSTEEL,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",5,3536,3534,-2,0,2
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",10,3691,3688,-3,0,3
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",1,369,369,0,0,0
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",12,4408,4426,17,0,17
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",12,4392,4385,-7,0,7
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",10,3682,3677,-5,0,5
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,1109,1112,4,0,4
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,1107,1108,1,0,1
280,HINDALCO,"2021-04-29 00:00:00.000","2021-04-29 00:00:00.000",3,1110,1107,-3,0,3
321,KOPRAN,"2021-04-30 00:00:00.000","2021-05-03 00:00:00.000",4,700,728,28,3,0
280,HINDALCO,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,3697,3690,-7,0,7
248,BRITANNIA,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",1,3440,3445,5,0,5
248,BRITANNIA,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",1,3446,3443,-3,0,3
308,INDUSINDBK,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",3,2709,2703,-6,0,6
15,ADANIPORTS,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",5,3800,3795,-5,0,5
516,TATASTEEL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",1,1057,1059,2,0,2
516,TATASTEEL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",4,4238,4234,-4,0,4
516,TATASTEEL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",3,3179,3174,-5,0,5
516,TATASTEEL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",3,3186,3186,0,0,0
239,BHARTIARTL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,5486,5519,34,0,34
239,BHARTIARTL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,5543,5528,-15,0,15
239,BHARTIARTL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,5550,5550,0,0,0
239,BHARTIARTL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,5559,5562,3,0,3
239,BHARTIARTL,"2021-05-03 00:00:00.000","2021-05-03 00:00:00.000",10,5565,5560,-5,0,5
300,IDFCFIRSTB,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",5,285,285,0,0,0
536,UPL,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",5,3097,3090,-7,0,7
1,ADANIENT,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",3,3864,3840,-24,0,24
265,FEDERALBNK,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",50,4060,4050,-10,0,10
525,TECHM,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",5,4815,4810,-5,0,5
280,HINDALCO,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",10,3750,3804,54,0,54
280,HINDALCO,"2021-05-04 00:00:00.000","2021-05-04 00:00:00.000",5,1918,1910,-8,0,8
536,UPL,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",25,19020,18925,-95,0,95
516,TATASTEEL,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",30,34200,34095,-105,0,105
516,TATASTEEL,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",25,28575,28416,-159,0,159
516,TATASTEEL,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",5,5715,5683,-32,0,32
525,TECHM,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",10,9476,9475,-1,0,1
21,ASIANPAINT,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",10,27640,27654,15,0,15
21,ASIANPAINT,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",10,27680,27650,-30,0,30
484,RELIANCE,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",13,24973,24960,-13,0,13
484,RELIANCE,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",7,13447,13439,-8,0,8
284,HINDUNILVR,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",3,7086,7069,-17,0,17
284,HINDUNILVR,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",2,4724,4712,-12,0,12
284,HINDUNILVR,"2021-05-14 00:00:00.000","2021-05-14 00:00:00.000",5,11805,11781,-24,0,24
541,ZEEL,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",10,1935,1940,5,0,5
541,ZEEL,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",5,973,970,-3,0,3
541,ZEEL,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",10,1947,1940,-7,0,7
280,HINDALCO,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",18,7394,7390,-4,0,4
280,HINDALCO,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",1,406,407,0,0,0
280,HINDALCO,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",8,3252,3254,2,0,2
30,BAJFINANCE,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",1,5588,5620,32,0,32
30,BAJFINANCE,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",1,5640,5633,-7,0,7
30,BAJFINANCE,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",1,5647,5641,-6,0,6
369,MUTHOOTFIN,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",6,7505,7536,31,0,31
369,MUTHOOTFIN,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",6,7614,7600,-14,0,14
516,TATASTEEL,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",6,7151,7170,19,0,19
516,TATASTEEL,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",3,3579,3573,-6,0,6
